State,Year,Question,Weighted_Data_Value,Weighted_Low_Confidence_Limit,Weighted_High_Confidence_Limit,Total_Sample_Size
Georgia,2013,Percent of adults who engage in no leisure-time physical activity,27.259685092886272,24.803991844132305,29.88762120525601,44140.0
Georgia,2014,Percent of adults aged 18 years and older who have an overweight classification,35.27410719403841,32.36523645743766,38.33339065634853,34890.0
Georgia,2014,Percent of adults aged 18 years and older who have obesity,30.626064775007162,27.862003439380914,33.54369446832903,34890.0
Georgia,2014,Percent of adults who engage in no leisure-time physical activity,23.842080503211143,21.442389724343894,26.467756428892354,37837.0
Georgia,2015,Percent of adults aged 18 years and older who have an overweight classification,34.814537963507945,31.433898371591134,38.37900725917206,25485.0
Georgia,2015,Percent of adults aged 18 years and older who have obesity,30.678924857759462,27.453702177751616,34.125050029429076,25485.0
Georgia,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.58984981019971,44.862460802112565,52.35394041921109,24236.0
Georgia,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.480473842553902,15.732124352331605,21.70344308875146,23932.0
Georgia,2015,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),31.149763348002995,27.83166154612638,34.730690027401806,24086.0
Georgia,2015,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.985228145334034,25.735306955502566,32.52891726953078,24743.0
Georgia,2015,Percent of adults who engage in no leisure-time physical activity,27.275044641085668,24.172302686401338,30.689869449625014,25201.0
Georgia,2016,Percent of adults aged 18 years and older who have an overweight classification,34.51603061294529,31.418940901915022,37.75717619603267,29138.0
Georgia,2016,Percent of adults aged 18 years and older who have obesity,31.53030063834169,28.520838767245518,34.75336673759352,29138.0
Georgia,2016,Percent of adults who engage in no leisure-time physical activity,29.64769384504887,26.8100240452175,32.66599319239297,32023.0
Georgia,2017,Percent of adults aged 18 years and older who have an overweight classification,33.817705634462314,30.91089121273607,36.88320586858124,32035.0
Georgia,2017,Percent of adults aged 18 years and older who have obesity,31.679875136569375,28.787011081629466,34.72734196972062,32035.0
Georgia,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),46.1675999872729,42.99970727671896,49.370263132775456,31429.0
Georgia,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.098486120077467,17.614819238218207,22.897427372498388,30980.0
Georgia,2017,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),27.243670359223923,24.484894666069028,30.237379138118715,31234.0
Georgia,2017,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.94412535079514,28.06768631119426,34.0144901777362,32070.0
Georgia,2017,Percent of adults who engage in no leisure-time physical activity,31.226047703287993,28.45021655584701,34.218029036783996,32786.0
Georgia,2017,Percent of adults who report consuming fruit less than one time daily,38.39598568538976,35.38337015714953,41.54599346506924,32135.0
Georgia,2017,Percent of adults who report consuming vegetables less than one time daily,17.915917133114583,15.586933024512645,20.55952197130541,31086.0
Georgia,2018,Percent of adults aged 18 years and older who have an overweight classification,35.080157098960136,32.731598868561896,37.48184611627765,49141.0
Georgia,2018,Percent of adults aged 18 years and older who have obesity,32.30001627968498,29.993217476241835,34.70620662990171,49141.0
Georgia,2018,Percent of adults who engage in no leisure-time physical activity,26.20278915369211,24.191019141604578,28.361631997690736,55429.0
Georgia,2019,Percent of adults aged 18 years and older who have an overweight classification,33.97396696354598,30.631154204639607,37.498262738193866,38624.0
Georgia,2019,Percent of adults aged 18 years and older who have obesity,33.11800434962718,29.829455778790386,36.63383129660315,38624.0
Georgia,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),49.32584263703625,45.73045957198546,52.93935134848444,37709.0
Georgia,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.912600016384935,20.95886288538737,27.219711078948087,36619.0
Georgia,2019,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),31.16727986004348,28.01583788368764,34.5514128187457,37726.0
Georgia,2019,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,37.798575372434634,34.388056047504946,41.34368684237942,38396.0
Georgia,2019,Percent of adults who engage in no leisure-time physical activity,28.141310252864482,25.197555314105102,31.317658534176218,40496.0
Georgia,2019,Percent of adults who report consuming fruit less than one time daily,42.791952231234646,39.24112922402177,46.42253956511401,37849.0
Georgia,2019,Percent of adults who report consuming vegetables less than one time daily,18.802244864599796,16.17572603933962,21.83053451751757,36706.0
Georgia,2020,Percent of adults aged 18 years and older who have an overweight classification,33.278343658703356,30.312166670119964,36.4323954167789,48263.0
Georgia,2020,Percent of adults aged 18 years and older who have obesity,34.25562024739448,31.187988728425506,37.49589955038021,48263.0
Georgia,2020,Percent of adults who engage in no leisure-time physical activity,25.169142118385814,22.634160125588693,27.946460430325978,54145.0
Georgia,2021,Percent of adults aged 18 years and older who have an overweight classification,34.36728399441803,31.393661155656474,37.48454078857116,42279.0
Georgia,2021,Percent of adults aged 18 years and older who have obesity,33.68557439863762,30.710998367984107,36.82949691336125,42279.0
Georgia,2021,Percent of adults who engage in no leisure-time physical activity,24.015258933886162,21.67179950327388,26.5702415895236,48719.0
Georgia,2021,Percent of adults who report consuming fruit less than one time daily,41.37632695860589,38.173930194237784,44.69032056723423,40054.0
Georgia,2021,Percent of adults who report consuming vegetables less than one time daily,19.351127683264714,16.804751547165903,22.231554416219993,38619.0
Guam,2014,Percent of adults aged 18 years and older who have an overweight classification,35.567144487234344,30.613036656682358,40.892597347026104,14022.0
Guam,2014,Percent of adults aged 18 years and older who have obesity,27.589873056625304,23.308693481671657,32.38805448580801,14022.0
Guam,2014,Percent of adults who engage in no leisure-time physical activity,27.30966773418735,23.07337870296237,32.09035228182546,14988.0
Guam,2015,Percent of adults aged 18 years and older who have an overweight classification,35.856279069767446,29.762610993657503,42.50342494714588,9460.0
Guam,2015,Percent of adults aged 18 years and older who have obesity,31.146469344608878,25.275644820295987,37.733234672304434,9460.0
Guam,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.949202217947274,42.014925879823465,55.928414620346274,8837.0
Guam,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.56345253056095,16.628413115503257,27.652804752656234,8753.0
Guam,2015,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.04188101983003,25.864464589235126,38.998515580736544,8825.0
Guam,2015,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.969270598829358,26.136154885186855,38.50461503827105,8884.0
Guam,2015,Percent of adults who engage in no leisure-time physical activity,30.66600532032809,24.828907115938815,37.2845488805143,9022.0
Guam,2016,Percent of adults aged 18 years and older who have an overweight classification,36.28593216480765,29.819269292055544,43.3704416116549,8786.0
Guam,2016,Percent of adults aged 18 years and older who have obesity,27.891179148645573,22.35761438652402,34.292214887320746,8786.0
Guam,2016,Percent of adults who engage in no leisure-time physical activity,28.724312513323387,23.16074397782989,35.12244723939459,9382.0
Guam,2017,Percent of adults aged 18 years and older who have an overweight classification,33.01987307556705,27.44227288753085,39.20966035961923,8509.0
Guam,2017,Percent of adults aged 18 years and older who have obesity,33.97929251380891,28.35376660007051,40.1453402279939,8509.0
Guam,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),45.06415094339623,38.75486593843098,51.564784011916586,8056.0
Guam,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.98754390366282,17.128474661314602,27.885085298544904,7972.0
Guam,2017,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.009925187032422,23.53279301745636,35.262394014962595,8020.0
Guam,2017,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.425089340727055,26.72062846580407,38.746592729513246,8115.0
Guam,2017,Percent of adults who engage in no leisure-time physical activity,32.98424624333495,27.15036354823073,39.44789142026176,8252.0
Guam,2017,Percent of adults who report consuming fruit less than one time daily,43.719095597936914,37.47255607532685,50.23994242533284,8337.0
Guam,2017,Percent of adults who report consuming vegetables less than one time daily,26.367733268197362,21.168734733756718,32.48252320468979,8188.0
Guam,2018,Percent of adults aged 18 years and older who have an overweight classification,32.85526024363234,27.021262458471764,39.390254706533774,9030.0
Guam,2018,Percent of adults aged 18 years and older who have obesity,29.48174972314507,23.861738648947952,35.877641196013286,9030.0
Guam,2018,Percent of adults who engage in no leisure-time physical activity,29.236268900694732,23.6767266040049,35.636125868410296,9788.0
Guam,2019,Percent of adults aged 18 years and older who have an overweight classification,34.57588438626168,29.413554460542766,40.20404500992866,13597.0
Guam,2019,Percent of adults aged 18 years and older who have obesity,32.9501654776789,27.552004118555566,38.96371993822167,13597.0
Guam,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),46.84442137639369,40.853094963475584,52.94651287966167,13005.0
Guam,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.263094135802465,16.96721450617284,26.405748456790125,12960.0
Guam,2019,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.91992142361913,24.71827286033433,35.818280563901084,12981.0
Guam,2019,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,36.250335670595256,30.86758913919141,42.05584812770402,13406.0
Guam,2019,Percent of adults who engage in no leisure-time physical activity,28.640336195604714,23.483044680541404,34.45662931159947,13742.0
Guam,2019,Percent of adults who report consuming fruit less than one time daily,48.41659681475272,42.33259163301074,54.554301607864055,13123.0
Guam,2019,Percent of adults who report consuming vegetables less than one time daily,26.628085867620754,21.622991366570737,32.397192191024345,12857.0
Guam,2020,Percent of adults aged 18 years and older who have an overweight classification,32.89963366981439,26.852108433734944,39.65679746011071,12284.0
Guam,2020,Percent of adults aged 18 years and older who have obesity,33.92672582220776,27.661055030934545,40.90247476392055,12284.0
Guam,2020,Percent of adults who engage in no leisure-time physical activity,25.452893260585572,19.66557288864981,32.426788596019364,13013.0
Guam,2021,Percent of adults aged 18 years and older who have an overweight classification,31.93304800086683,25.02489977245639,39.78159063820566,9229.0
Guam,2021,Percent of adults aged 18 years and older who have obesity,32.69146169682522,25.595795860873334,40.79218766930329,9229.0
Guam,2021,Percent of adults who engage in no leisure-time physical activity,29.48818347509113,22.455366545159986,37.736178614823814,9876.0
Guam,2021,Percent of adults who report consuming fruit less than one time daily,42.473605150214595,34.61427603343122,50.823876214140505,8854.0
Guam,2021,Percent of adults who report consuming vegetables less than one time daily,28.880383275261323,21.87857142857143,37.189663182346116,8610.0
Hawaii,2011,Percent of adults aged 18 years and older who have an overweight classification,33.85055270474942,30.894522684630513,36.97001378936184,44237.0
Hawaii,2011,Percent of adults aged 18 years and older who have obesity,21.534001174557282,19.01523536320925,24.32555791470907,44272.0
Hawaii,2011,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),58.79187319884726,55.50201037463976,61.99266858789626,43375.0
Hawaii,2011,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.46578398182071,20.856942447711358,26.3826647498029,43126.0
Hawaii,2011,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),38.51431213872832,35.4418450867052,41.686161849710984,43250.0
Hawaii,2011,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.69175674749183,28.76516214548529,34.801524327536164,43757.0
Hawaii,2011,Percent of adults who engage in no leisure-time physical activity,21.245113105761817,18.656831678679904,24.12818350786527,44118.0
Hawaii,2012,Percent of adults aged 18 years and older who have an overweight classification,32.592511573023515,29.630178360715256,35.74265226468185,44068.0
Hawaii,2012,Percent of adults aged 18 years and older who have obesity,23.347483434691842,20.513495053099756,26.427180720704367,44068.0
Hawaii,2012,Percent of adults who engage in no leisure-time physical activity,18.557235898001988,16.108895021525555,21.33370791478088,45295.0
Hawaii,2013,Percent of adults aged 18 years and older who have an overweight classification,33.58420265963293,30.76208154742279,36.526088581162774,45495.0
Hawaii,2013,Percent of adults aged 18 years and older who have obesity,21.645956698538303,19.14880975931421,24.364835696230355,45495.0
Hawaii,2013,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),60.60571290522974,57.388231369210594,63.726624945355816,43463.0
Hawaii,2013,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,26.454645403203408,23.795273585779096,29.34764373669105,43204.0
Hawaii,2013,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),39.96672592524184,36.97607184909842,43.08496063537506,43313.0
Hawaii,2013,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,34.72554316719705,31.782671306577527,37.82911009867443,43679.0
Hawaii,2013,Percent of adults who engage in no leisure-time physical activity,21.940181591192825,19.36747474747475,24.796690500510724,44055.0
Hawaii,2014,Percent of adults aged 18 years and older who have an overweight classification,36.05172914850334,33.07361716555265,39.165385546837165,41292.0
Hawaii,2014,Percent of adults aged 18 years and older who have obesity,21.98616196842003,19.48943136685072,24.68815266879783,41292.0
Hawaii,2014,Percent of adults who engage in no leisure-time physical activity,19.60583448913546,17.28977115117892,22.175286638927417,43260.0
Hawaii,2015,Percent of adults aged 18 years and older who have an overweight classification,34.35979409241329,31.523975977448213,37.324032356906486,40795.0
Hawaii,2015,Percent of adults aged 18 years and older who have obesity,22.407520529476653,19.99081505086408,25.03268292682927,40795.0
Hawaii,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),57.07921230543472,53.896352392432256,60.237188826581416,38162.0
Hawaii,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.601418477114535,21.02223950643324,26.429956760177177,37928.0
Hawaii,2015,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),37.549627374829434,34.57232602078304,40.64968510548967,38108.0
Hawaii,2015,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.10895285643706,30.19036846347869,36.18796057934836,38457.0
Hawaii,2015,Percent of adults who engage in no leisure-time physical activity,22.314838543676828,19.8320288177023,25.029587032033966,38865.0
Hawaii,2016,Percent of adults aged 18 years and older who have an overweight classification,33.83156918376255,31.08092972501091,36.689378000872985,45820.0
Hawaii,2016,Percent of adults aged 18 years and older who have obesity,23.56686817983413,21.186045395024006,26.170493234395465,45820.0
Hawaii,2016,Percent of adults who engage in no leisure-time physical activity,20.603880282127125,18.30173950813908,23.119678573644695,48347.0
Hawaii,2017,Percent of adults aged 18 years and older who have an overweight classification,35.0510773795937,32.28508103172792,37.933910066194926,43810.0
Hawaii,2017,Percent of adults aged 18 years and older who have obesity,23.61389865327551,21.16725633417028,26.25116411778133,43810.0
Hawaii,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),57.135969845638385,54.06544932392006,60.16380040684457,41785.0
Hawaii,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,24.707758351170003,22.210247468795846,27.421050479786444,41581.0
Hawaii,2017,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),36.96291737782158,34.09594221014928,39.91311089208875,41599.0
Hawaii,2017,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,35.258027566092764,32.44719870166526,38.216892464013554,42516.0
Hawaii,2017,Percent of adults who engage in no leisure-time physical activity,23.117238004241337,20.60740602642679,25.885173964717676,42911.0
Hawaii,2017,Percent of adults who report consuming fruit less than one time daily,36.43703883495146,33.606250577901065,39.397658344891354,43260.0
Hawaii,2017,Percent of adults who report consuming vegetables less than one time daily,20.416306561483182,18.01932395421241,23.096924085301623,42719.0
Hawaii,2018,Percent of adults aged 18 years and older who have an overweight classification,34.61381394828165,31.86538900705251,37.48164334490094,44665.0
Hawaii,2018,Percent of adults aged 18 years and older who have obesity,24.703741184372547,22.280454494570694,27.32081047800291,44665.0
Hawaii,2018,Percent of adults who engage in no leisure-time physical activity,19.65760357915271,17.383495186802936,22.15069971587295,47162.0
Hawaii,2019,Percent of adults aged 18 years and older who have an overweight classification,33.233052372599495,30.595717247192283,35.99218625418593,43897.0
Hawaii,2019,Percent of adults aged 18 years and older who have obesity,24.76769483108185,22.38429505433173,27.275863954256558,43897.0
Hawaii,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),56.6075402025015,53.65382489577129,59.516488385944015,41975.0
Hawaii,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,24.989816710307075,22.585965246369913,27.574941680552246,42010.0
Hawaii,2019,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),36.94029014956406,34.20824374453606,39.77337617843725,42323.0
Hawaii,2019,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,37.821466468096986,35.02644156932099,40.71538604737749,42974.0
Hawaii,2019,Percent of adults who engage in no leisure-time physical activity,24.175796381533974,21.752902975892084,26.768436403408835,43886.0
Hawaii,2019,Percent of adults who report consuming fruit less than one time daily,39.778118983894444,36.96632389538432,42.66696013523031,42594.0
Hawaii,2019,Percent of adults who report consuming vegetables less than one time daily,21.599342387419586,19.279409101739336,24.129983321420063,41970.0
Hawaii,2020,Percent of adults aged 18 years and older who have an overweight classification,33.62505660206485,30.89294738272052,36.463401104872304,44168.0
Hawaii,2020,Percent of adults aged 18 years and older who have obesity,24.243191903640646,21.825423383445028,26.836261546821234,44168.0
Hawaii,2020,Percent of adults who engage in no leisure-time physical activity,18.95966903277309,16.79550583615612,21.366650844678418,46349.0
Hawaii,2021,Percent of adults aged 18 years and older who have an overweight classification,35.35921564143609,32.524038417562316,38.29697690372741,43730.0
Hawaii,2021,Percent of adults aged 18 years and older who have obesity,24.544635261833978,22.06854562085525,27.17464669563229,43730.0
Hawaii,2021,Percent of adults who engage in no leisure-time physical activity,19.820425184325355,17.562386879043874,22.371326927624082,46521.0
Hawaii,2021,Percent of adults who report consuming fruit less than one time daily,41.801125533055256,38.82087945377858,44.837704192202835,42913.0
Hawaii,2021,Percent of adults who report consuming vegetables less than one time daily,21.4974789518494,19.066878724813172,24.19490587456248,42284.0
Idaho,2011,Percent of adults aged 18 years and older who have an overweight classification,35.756182858477345,32.6610987856142,39.05056048575432,34256.0
Idaho,2011,Percent of adults aged 18 years and older who have obesity,27.030069685395226,24.121532495553545,30.19693559203429,34297.0
Idaho,2011,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),57.51414186955215,54.07100991884581,60.884138863841294,33270.0
Idaho,2011,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,22.09945848924584,19.31668644093578,25.254087189315815,32871.0
Idaho,2011,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),36.38667333454567,33.17266472692004,39.79391101412378,32994.0
Idaho,2011,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.830306409955387,26.724715308757926,33.14554472880958,34072.0
Idaho,2011,Percent of adults who engage in no leisure-time physical activity,21.40251446759259,18.78322048611111,24.351967592592594,34560.0
Idaho,2012,Percent of adults aged 18 years and older who have an overweight classification,36.081316699233426,32.412036675184126,39.93466406132572,33265.0
Idaho,2012,Percent of adults aged 18 years and older who have obesity,26.873509694874492,23.57592364346911,30.466781902900948,33265.0
Idaho,2012,Percent of adults who engage in no leisure-time physical activity,20.611552603825213,17.750870792121543,23.86392839836958,35083.0
Idaho,2013,Percent of adults aged 18 years and older who have an overweight classification,35.47298932048011,32.23971899316385,38.87071795356456,31743.0
Idaho,2013,Percent of adults aged 18 years and older who have obesity,29.614466181520335,26.585590523895036,32.83103361371011,31743.0
Idaho,2013,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),54.48044173397066,50.97144882149333,57.95401681226306,30335.0
Idaho,2013,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.49542276964048,17.853375499334224,23.4745206391478,30040.0
Idaho,2013,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34.34615716037517,31.17741026745766,37.671497696616186,30173.0
Idaho,2013,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.839223207091052,26.772583400483477,33.17151974214344,31025.0
Idaho,2013,Percent of adults who engage in no leisure-time physical activity,23.520177644774122,20.717608481105348,26.591996434370127,31411.0
Idaho,2014,Percent of adults aged 18 years and older who have an overweight classification,37.077458668234975,33.886623537868395,40.45143762660917,30606.0
Idaho,2014,Percent of adults aged 18 years and older who have obesity,28.797716134091353,25.743517610925963,32.0987551460498,30606.0
Idaho,2014,Percent of adults who engage in no leisure-time physical activity,18.75599730251663,16.32462679704503,21.50481255555896,32623.0
Idaho,2015,Percent of adults aged 18 years and older who have an overweight classification,36.78476520977928,33.55394547614581,40.14883386481586,31986.0
Idaho,2015,Percent of adults aged 18 years and older who have obesity,28.596951791408742,25.672225348590008,31.74668292377915,31986.0
Idaho,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),55.96472360832091,52.42447670274124,59.42470675912125,30862.0
Idaho,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.349913225711386,18.569360489865417,24.532014800746584,30539.0
Idaho,2015,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),35.493543332789294,32.27391219193733,38.91484250040803,30635.0
Idaho,2015,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.758473635815974,26.667674942135132,33.13610767621041,31539.0
Idaho,2015,Percent of adults who engage in no leisure-time physical activity,21.061091659372263,18.49187195198199,23.90599912467175,31988.0
Idaho,2016,Percent of adults aged 18 years and older who have an overweight classification,37.22576771315835,33.87697032080975,40.70859152513295,29145.0
Idaho,2016,Percent of adults aged 18 years and older who have obesity,27.394180820037743,24.345417738891747,30.69678847143592,29145.0
Idaho,2016,Percent of adults who engage in no leisure-time physical activity,20.43639177889832,17.925700517010277,23.24666815599668,31334.0
Idaho,2017,Percent of adults aged 18 years and older who have an overweight classification,36.83026807414662,33.54888453585809,40.24897522399971,27567.0
Idaho,2017,Percent of adults aged 18 years and older who have obesity,29.240769760946062,26.207984183988103,32.49086589037617,27567.0
Idaho,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),55.20342551496529,51.67329008762945,58.70536398467431,26361.0
Idaho,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.22780828756865,20.303095356964555,26.511866815161873,26039.0
Idaho,2017,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),36.256121748417115,32.98103592951408,39.71014188725303,26218.0
Idaho,2017,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.17504747719232,28.919981381493205,35.67188605473841,26855.0
Idaho,2017,Percent of adults who engage in no leisure-time physical activity,24.090404945678017,21.3392032776091,27.124446720561878,27337.0
Idaho,2017,Percent of adults who report consuming fruit less than one time daily,34.99079631120544,31.771840005855232,38.40318378101441,27326.0
Idaho,2017,Percent of adults who report consuming vegetables less than one time daily,15.442732191831588,13.03594989252094,18.25269438885183,26982.0
Idaho,2018,Percent of adults aged 18 years and older who have an overweight classification,36.057690420102084,32.4473792697291,39.89474381625442,20376.0
Idaho,2018,Percent of adults aged 18 years and older who have obesity,28.339850804868476,24.94534255987436,32.03300942285041,20376.0
Idaho,2018,Percent of adults who engage in no leisure-time physical activity,20.425214533503745,17.463474529852107,23.802624612013876,21908.0
Idaho,2019,Percent of adults aged 18 years and older who have an overweight classification,35.04742074977017,31.46566107119752,38.85102659266574,29369.0
Idaho,2019,Percent of adults aged 18 years and older who have obesity,29.5216861316354,26.25102318771494,33.05014471040894,29369.0
Idaho,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),57.85580324179881,53.9545093351148,61.70585774058578,28441.0
Idaho,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.61501684467063,18.518360690989894,25.206856139344847,27902.0
Idaho,2019,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),41.48030259878961,37.7112744749021,45.4436276254895,28090.0
